ID,OriginalID,Timestamp,Trial,counterbalance,phase_type,description_stop,paired_vid,onset,offset,description_content,importance,time,tag,vidpath,Datastring,data_set
Drun2M02_986,debugR71Yi:debugXiLmu,1712074407667,21,6,test,4,8,340.0,370,The con guy is at an awards ceremony and I think going to be getting an award.,5,35527,test_seg8_desc,/static/video/G/filmfest_clip2_G_7.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip2_G_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""370"", ""content"": ""The con guy is at an awards ceremony and I think going to be getting an award."", ""importance"": ""5"", ""time"": 35527, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_986,debugR71Yi:debugXiLmu,1712074592818,24,6,test,5,10,430.0,460,This scene is showing the con guy from 6 years earlier at the awards ceremony. It wasn't him getting an award but it was his father.,2,59437,test_seg10_desc,/static/video/G/filmfest_clip2_G_9.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip2_G_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""460"", ""content"": ""This scene is showing the con guy from 6 years earlier at the awards ceremony. It wasn't him getting an award but it was his father."", ""importance"": ""2"", ""time"": 59437, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_986,debugR71Yi:debugXiLmu,1712074784651,27,6,test,6,12,520.0,550,You see this con guy in his younger years relating with his parents. The family is home now after that award ceremony and the father is telling stories from long ago. I think he might be a big story teller.,3,78552,test_seg12_desc,/static/video/G/filmfest_clip2_G_11.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip2_G_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""550"", ""content"": ""You see this con guy in his younger years relating with his parents. The family is home now after that award ceremony and the father is telling stories from long ago. I think he might be a big story teller."", ""importance"": ""3"", ""time"": 78552, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_986,debugR71Yi:debugXiLmu,1712075004323,30,6,test,7,14,610.0,640,The father and the young con guy are at a shop before the shop is even opened. He tells the shop owner that he needs a black suit for his son right away because they have a very important funeral to attend for a relative war hero. He obviously embellishes the story so the store shop will comply.,5,104944,test_seg14_desc,/static/video/G/filmfest_clip2_G_13.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip2_G_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""640"", ""content"": ""The father and the young con guy are at a shop before the shop is even opened. He tells the shop owner that he needs a black suit for his son right away because they have a very important funeral to attend for a relative war hero. He obviously embellishes the story so the store shop will comply."", ""importance"": ""5"", ""time"": 104944, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_170,debug4gMGx:debughalkn,1713279596429,12,8,test,1,2,90.0,120,The first contestant was asked why he did the scams instead of getting a normal job and he answered it was for the money.  The second contestant was asked who caught him and he said something that sounded like \Carl Hanratty\ and then the movie switched to a clip of an FBI person in the rain giving his name to the other people who appeared to be law enforcement.,5,122900,test_seg2_desc,/static/video/I/filmfest_clip2_I_1.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""120"", ""content"": ""The first contestant was asked why he did the scams instead of getting a normal job and he answered it was for the money.  The second contestant was asked who caught him and he said something that sounded like \""Carl Hanratty\"" and then the movie switched to a clip of an FBI person in the rain giving his name to the other people who appeared to be law enforcement."", ""importance"": ""5"", ""time"": 122900, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_170,debug4gMGx:debughalkn,1713279769929,15,8,test,2,4,180.0,210,Frank is coughing in his dark and cold looking jail cell.  The FBI agent uses his umbrella indoors as the jail is leaky and rain is coming in.  The agent tells Frank that he has a bit of a cold as well and then starts to talk to him about proceedings.,4,70667,test_seg4_desc,/static/video/I/filmfest_clip2_I_3.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""210"", ""content"": ""Frank is coughing in his dark and cold looking jail cell.  The FBI agent uses his umbrella indoors as the jail is leaky and rain is coming in.  The agent tells Frank that he has a bit of a cold as well and then starts to talk to him about proceedings."", ""importance"": ""4"", ""time"": 70667, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_170,debug4gMGx:debughalkn,1713279951229,18,8,test,3,6,270.0,300,The French police officers are washing their hands as they are concerned about catching lice from Frank.  The FBI agent tells the French policemen he will hold them responsible if Frank dies as he is supposed to transfer Frank back to the US in the morning.  Frank then slips out of a door while they are talking and the scene ends with a shot of all the prisoners cheering.,7,77516,test_seg6_desc,/static/video/I/filmfest_clip2_I_5.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""300"", ""content"": ""The French police officers are washing their hands as they are concerned about catching lice from Frank.  The FBI agent tells the French policemen he will hold them responsible if Frank dies as he is supposed to transfer Frank back to the US in the morning.  Frank then slips out of a door while they are talking and the scene ends with a shot of all the prisoners cheering."", ""importance"": ""7"", ""time"": 77516, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M02_170,debug4gMGx:debughalkn,1713280107032,21,8,test,4,8,360.0,390,At the Rotary Club a speaker is introducing Frank as someone who \keeps their pencils sharp.\  Frank is peeling a label off of a bottle of wine and the crowd cheers as he works his way up to the stage.,3,49469,test_seg8_desc,/static/video/I/filmfest_clip2_I_7.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""390"", ""content"": ""At the Rotary Club a speaker is introducing Frank as someone who \""keeps their pencils sharp.\""  Frank is peeling a label off of a bottle of wine and the crowd cheers as he works his way up to the stage."", ""importance"": ""3"", ""time"": 49469, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_170,debug4gMGx:debughalkn,1713280323994,24,8,test,5,10,450.0,480,"The award was for Frank's father.  It was 6 years previously and in New York.  Frank is a teenage boy.  His dad tells a story about 2 mice that fall into a bucket of cream, the first gives up quickly.  The second mouse wouldn't quit and churned that cream until it turned into butter and then walked out.  He then said, \I am that second mouse.\  The scene then changes to the outside of a house with an early 1960s car in the foreground.",5,113314,test_seg10_desc,/static/video/I/filmfest_clip2_I_9.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""480"", ""content"": ""The award was for Frank's father.  It was 6 years previously and in New York.  Frank is a teenage boy.  His dad tells a story about 2 mice that fall into a bucket of cream, the first gives up quickly.  The second mouse wouldn't quit and churned that cream until it turned into butter and then walked out.  He then said, \""I am that second mouse.\""  The scene then changes to the outside of a house with an early 1960s car in the foreground."", ""importance"": ""5"", ""time"": 113314, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_170,debug4gMGx:debughalkn,1713280499455,27,8,test,6,12,540.0,570,"Frank's mom is dancing by herself with a wineglass in her hand and spills a little wine on the rug.  She is upset and tells Frankie to go get a towel.  He runs into the kitchen and both of his parents start dancing together.  When he returns, he is holding a glass of milk and leans against the wall smiling, watching his parents dance.",2,71669,test_seg12_desc,/static/video/I/filmfest_clip2_I_11.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""570"", ""content"": ""Frank's mom is dancing by herself with a wineglass in her hand and spills a little wine on the rug.  She is upset and tells Frankie to go get a towel.  He runs into the kitchen and both of his parents start dancing together.  When he returns, he is holding a glass of milk and leans against the wall smiling, watching his parents dance."", ""importance"": ""2"", ""time"": 71669, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_170,debug4gMGx:debughalkn,1713280704353,30,8,test,7,14,630.0,660,"Frank's dad takes him to a store that isn't opened yet.  He gets the name of the woman working, Darcy and asks if she can help since he needs a black suit for his son who will be attending his grandfather's funeral as he just died and was a military hero.  He asks if they can borrow a suit for a few hours and Darcy says they don't loan out suits and aren't open for another half an hour.  Frank's dad pulls out a charm and asks if it was hers as he found it in the parking lot.  She says it is and allows them to enter the store.",6,97821,test_seg14_desc,/static/video/I/filmfest_clip2_I_13.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""660"", ""content"": ""Frank's dad takes him to a store that isn't opened yet.  He gets the name of the woman working, Darcy and asks if she can help since he needs a black suit for his son who will be attending his grandfather's funeral as he just died and was a military hero.  He asks if they can borrow a suit for a few hours and Darcy says they don't loan out suits and aren't open for another half an hour.  Frank's dad pulls out a charm and asks if it was hers as he found it in the parking lot.  She says it is and allows them to enter the store."", ""importance"": ""6"", ""time"": 97821, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_1948,debugqw8p0:debugjvTz1,1712156884298,12,6,test,1,2,70.0,100,Three men on a show of telling the truth are asked questions\nThe first one was asked why he engaged in the acts that he did and he said he was young and he needed the money\nThe second was asked who caught him but he is yet to answer,7,86451,test_seg2_desc,/static/video/G/filmfest_clip2_G_1.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip2_G_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""100"", ""content"": ""Three men on a show of telling the truth are asked questions\nThe first one was asked why he engaged in the acts that he did and he said he was young and he needed the money\nThe second was asked who caught him but he is yet to answer"", ""importance"": ""7"", ""time"": 86451, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_1948,debugqw8p0:debugjvTz1,1712157091137,15,6,test,2,4,160.0,190,"An FBI agent goes to see a prisoner and he is led to where the prisoner is\nThe prisoner is not in good shape, he is coughing and looking cold ",7,90931,test_seg4_desc,/static/video/G/filmfest_clip2_G_3.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip2_G_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""190"", ""content"": ""An FBI agent goes to see a prisoner and he is led to where the prisoner is\nThe prisoner is not in good shape, he is coughing and looking cold "", ""importance"": ""7"", ""time"": 90931, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_1948,debugqw8p0:debugjvTz1,1712157410739,18,6,test,3,6,250.0,280,"As the agent was reading to the prisoner, Frank he coughs and falls.\nThe agent tells the officers to take him to see a doctor\nThey carried him to the infirmary of the prison and they began to wash their hands\nThe agents tried to explain to them that Frank needs to see a doctor as soon as possible but the officers were being difficult",7,170624,test_seg6_desc,/static/video/G/filmfest_clip2_G_5.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip2_G_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""280"", ""content"": ""As the agent was reading to the prisoner, Frank he coughs and falls.\nThe agent tells the officers to take him to see a doctor\nThey carried him to the infirmary of the prison and they began to wash their hands\nThe agents tried to explain to them that Frank needs to see a doctor as soon as possible but the officers were being difficult"", ""importance"": ""7"", ""time"": 170624, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M02_1948,debugqw8p0:debugjvTz1,1712157596834,21,6,test,4,8,340.0,370,"Frank tried to escape but he was caught, he told the agent he was ready to go home.\nThen there is a ceremony scene in honor of someone\nI guess we would find out who in the next video ",7,77941,test_seg8_desc,/static/video/G/filmfest_clip2_G_7.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip2_G_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""370"", ""content"": ""Frank tried to escape but he was caught, he told the agent he was ready to go home.\nThen there is a ceremony scene in honor of someone\nI guess we would find out who in the next video "", ""importance"": ""7"", ""time"": 77941, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_1948,debugqw8p0:debugjvTz1,1712157902474,24,6,test,5,10,430.0,460,Frank's dad is the one who was honored by the Rotary club\nHe was given a plaque and he was given his thank you speech and he acknowledged his wife and son,7,185261,test_seg10_desc,/static/video/G/filmfest_clip2_G_9.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip2_G_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""460"", ""content"": ""Frank's dad is the one who was honored by the Rotary club\nHe was given a plaque and he was given his thank you speech and he acknowledged his wife and son"", ""importance"": ""7"", ""time"": 185261, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_1948,debugqw8p0:debugjvTz1,1712158076162,27,6,test,6,12,520.0,550,"After the ceremony, the family went home for a nice time together\nThey were chatting and dancing then Frank's mom spilled some wine ",7,66386,test_seg12_desc,/static/video/G/filmfest_clip2_G_11.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip2_G_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""550"", ""content"": ""After the ceremony, the family went home for a nice time together\nThey were chatting and dancing then Frank's mom spilled some wine "", ""importance"": ""7"", ""time"": 66386, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_1948,debugqw8p0:debugjvTz1,1712158243457,30,6,test,7,14,610.0,640,Frank and his dad went to a store to get a suit but ut was not yet opened\nThe lady attending to the place said theyd have to wait,7,57589,test_seg14_desc,/static/video/G/filmfest_clip2_G_13.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip2_G_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""640"", ""content"": ""Frank and his dad went to a store to get a suit but ut was not yet opened\nThe lady attending to the place said theyd have to wait"", ""importance"": ""7"", ""time"": 57589, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_096,debug2wADM:debugQwcB5,1712070475943,12,8,test,1,2,90.0,120,He was caught by Kyle handwriting and he started to con for the money ,3,106590,test_seg2_desc,/static/video/I/filmfest_clip2_I_1.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""120"", ""content"": ""He was caught by Kyle handwriting and he started to con for the money "", ""importance"": ""3"", ""time"": 106590, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_096,debug2wADM:debugQwcB5,1712070771566,15,8,test,2,4,180.0,210,Abagnale found the woman sick and cold inside a dirty prison cell. He starts to read a newspaper to her ,3,188802,test_seg4_desc,/static/video/I/filmfest_clip2_I_3.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""210"", ""content"": ""Abagnale found the woman sick and cold inside a dirty prison cell. He starts to read a newspaper to her "", ""importance"": ""3"", ""time"": 188802, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_096,debug2wADM:debugQwcB5,1712071073670,18,8,test,3,6,270.0,300,"Okay, everything makes more sense now. The person in the prison cell was \Frank,\ the main character in the film. He was faking being extremely ill for a chance to escape through the infirmary. Carl, the one responsible for capturing him, is not too surprised frank escaped  ",7,194438,test_seg6_desc,/static/video/I/filmfest_clip2_I_5.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""300"", ""content"": ""Okay, everything makes more sense now. The person in the prison cell was \""Frank,\"" the main character in the film. He was faking being extremely ill for a chance to escape through the infirmary. Carl, the one responsible for capturing him, is not too surprised frank escaped  "", ""importance"": ""7"", ""time"": 194438, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M02_096,debug2wADM:debugQwcB5,1712071283179,21,8,test,4,8,360.0,390,"Frank's father, who shares the same name as him, is getting recognized at what seems like a military ceremony six years earlier. ",3,106405,test_seg8_desc,/static/video/I/filmfest_clip2_I_7.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""390"", ""content"": ""Frank's father, who shares the same name as him, is getting recognized at what seems like a military ceremony six years earlier. "", ""importance"": ""3"", ""time"": 106405, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_096,debug2wADM:debugQwcB5,1712071506010,24,8,test,5,10,450.0,480,Franks senior gives a speech in front of an audience and announces retirement using an analogy about a mouse turning cream into butter ,5,110479,test_seg10_desc,/static/video/I/filmfest_clip2_I_9.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""480"", ""content"": ""Franks senior gives a speech in front of an audience and announces retirement using an analogy about a mouse turning cream into butter "", ""importance"": ""5"", ""time"": 110479, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_096,debug2wADM:debugQwcB5,1712071725275,27,8,test,6,12,540.0,570,"The mom spills wine on the carpet, and instead of fixating on the material things, frank SR keeps dancing and comforts her ",6,109272,test_seg12_desc,/static/video/I/filmfest_clip2_I_11.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""570"", ""content"": ""The mom spills wine on the carpet, and instead of fixating on the material things, frank SR keeps dancing and comforts her "", ""importance"": ""6"", ""time"": 109272, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_096,debug2wADM:debugQwcB5,1712071931677,30,8,test,7,14,630.0,660,"Frank Jr. tries to manipulate the woman at the store to open the store and rent a suit out for them, as Frank Jr. needs a suit and the store is closed. ",5,98707,test_seg14_desc,/static/video/I/filmfest_clip2_I_13.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""660"", ""content"": ""Frank Jr. tries to manipulate the woman at the store to open the store and rent a suit out for them, as Frank Jr. needs a suit and the store is closed. "", ""importance"": ""5"", ""time"": 98707, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_1131,debugV5VvK:debugOwjOV,1713280563923,12,8,test,1,2,90.0,120,"The lady is asking questions from the three men who call themselves the same person. She asks the first one why he chose to be a conman when he is obviously so bright. His answers because of the money. Lady asks the second man, who finally caught him and he replies Paul Hamby. The scene then cuts to where Mr Hamby is trying to tell his name to a group of cops. ",4,186320,test_seg2_desc,/static/video/I/filmfest_clip2_I_1.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""120"", ""content"": ""The lady is asking questions from the three men who call themselves the same person. She asks the first one why he chose to be a conman when he is obviously so bright. His answers because of the money. Lady asks the second man, who finally caught him and he replies Paul Hamby. The scene then cuts to where Mr Hamby is trying to tell his name to a group of cops. "", ""importance"": ""4"", ""time"": 186320, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_1131,debugV5VvK:debugOwjOV,1713280794522,15,8,test,2,4,180.0,210,Mr Hamby is inside the French prison cell where he can see through a small window that mr. Abignal is really cold and coughing and sick > Mr Hamby then pulls out and umbrella as the roof is dripping with water and says he is feeling cold too,5,120877,test_seg4_desc,/static/video/I/filmfest_clip2_I_3.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""210"", ""content"": ""Mr Hamby is inside the French prison cell where he can see through a small window that mr. Abignal is really cold and coughing and sick > Mr Hamby then pulls out and umbrella as the roof is dripping with water and says he is feeling cold too"", ""importance"": ""5"", ""time"": 120877, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_1131,debugV5VvK:debugOwjOV,1713281048940,18,8,test,3,6,270.0,300,"French police officers and Mr Hamby bring unconscious  Frank to hospital and pull him on the bed. Mr Hamby asks the officer what are they doing as Frank needs a doctor and he wants to put him on a plane to america. Officer says doctor will be in tomorrow, at this point they notice the room's door is open and Frank has escaped.",5,151529,test_seg6_desc,/static/video/I/filmfest_clip2_I_5.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""300"", ""content"": ""French police officers and Mr Hamby bring unconscious  Frank to hospital and pull him on the bed. Mr Hamby asks the officer what are they doing as Frank needs a doctor and he wants to put him on a plane to america. Officer says doctor will be in tomorrow, at this point they notice the room's door is open and Frank has escaped."", ""importance"": ""5"", ""time"": 151529, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M02_1131,debugV5VvK:debugOwjOV,1713281295476,21,8,test,4,8,360.0,390,The scene is now set to 6 years earlier where a man on stage is announcing newest member to their exclusive club which is the real Frank Abignal. On the same table you see the conman trying to take label off a wine bottle.,6,105162,test_seg8_desc,/static/video/I/filmfest_clip2_I_7.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""390"", ""content"": ""The scene is now set to 6 years earlier where a man on stage is announcing newest member to their exclusive club which is the real Frank Abignal. On the same table you see the conman trying to take label off a wine bottle."", ""importance"": ""6"", ""time"": 105162, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M02_1131,debugV5VvK:debugOwjOV,1713281563912,24,8,test,5,10,450.0,480,Frank Abignal Snr is on stage and comparing himself to a mouse that fell into milk where he keeps trying to get out and only way he does is when milk turns into cheese from him moving his arms. At this point Frank Jr and rest of audience  stand up and applaud. The the scene cuts to a car parked out a house in snow.,3,162606,test_seg10_desc,/static/video/I/filmfest_clip2_I_9.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_9.mp4"", ""descstop"": 5, ""vidpair"": 10, ""offset"": ""480"", ""content"": ""Frank Abignal Snr is on stage and comparing himself to a mouse that fell into milk where he keeps trying to get out and only way he does is when milk turns into cheese from him moving his arms. At this point Frank Jr and rest of audience  stand up and applaud. The the scene cuts to a car parked out a house in snow."", ""importance"": ""3"", ""time"": 162606, ""tag"": ""test_seg10_desc""}",2023-2024 Run
Drun2M02_1131,debugV5VvK:debugOwjOV,1713283069575,27,8,test,6,12,540.0,570,"Mrs Frank is dancing and spills wine on the carpet and then asks Franks Jnr to go go grab a towel. Who rushes off to go get it, meanwhile Frank Snr tells his wife its ok and starts dancing with her. Frank Jr comes back with a towel and glass of milk and watches them dance",2,92096,test_seg12_desc,/static/video/I/filmfest_clip2_I_11.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_11.mp4"", ""descstop"": 6, ""vidpair"": 12, ""offset"": ""570"", ""content"": ""Mrs Frank is dancing and spills wine on the carpet and then asks Franks Jnr to go go grab a towel. Who rushes off to go get it, meanwhile Frank Snr tells his wife its ok and starts dancing with her. Frank Jr comes back with a towel and glass of milk and watches them dance"", ""importance"": ""2"", ""time"": 92096, ""tag"": ""test_seg12_desc""}",2023-2024 Run
Drun2M02_1131,debugV5VvK:debugOwjOV,1713283421039,30,8,test,7,14,630.0,660,Frank Snr and Jnr are outside a suit shop which is closed and the shop saleswoman named Darcie tells them shop does not open for another hour. Franks Snr tells her that his son needs a suit urgently as they need to go to a military funeral this afternoon and they would like to borrow a suit. The saleswoman tells them they are closed and they do not loan a suit. At this point Frank snr tries to bribe her by showing her a gold necklace asking her if it belongs to her as he found it outside on the road.,6,157553,test_seg14_desc,/static/video/I/filmfest_clip2_I_13.mp4,"{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/I/filmfest_clip2_I_13.mp4"", ""descstop"": 7, ""vidpair"": 14, ""offset"": ""660"", ""content"": ""Frank Snr and Jnr are outside a suit shop which is closed and the shop saleswoman named Darcie tells them shop does not open for another hour. Franks Snr tells her that his son needs a suit urgently as they need to go to a military funeral this afternoon and they would like to borrow a suit. The saleswoman tells them they are closed and they do not loan a suit. At this point Frank snr tries to bribe her by showing her a gold necklace asking her if it belongs to her as he found it outside on the road."", ""importance"": ""6"", ""time"": 157553, ""tag"": ""test_seg14_desc""}",2023-2024 Run
Drun2M02_1207,debugXIqNy:debugwcE6X,1712758229706,12,7,test,1,2,80.0,110,"The lady asks number 1 why they didn't go into a legitimate business, he answers that it is all to do with 'dollars and pennies'. She asks number 2 who eventually caught him, he expresses 'carl hamrady'. The episode skips to a scene from a movie (?) expressing this name. ",5,70749,test_seg2_desc,/static/video/H/filmfest_clip2_H_1.mp4,"{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/H/filmfest_clip2_H_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""110"", ""content"": ""The lady asks number 1 why they didn't go into a legitimate business, he answers that it is all to do with 'dollars and pennies'. She asks number 2 who eventually caught him, he expresses 'carl hamrady'. The episode skips to a scene from a movie (?) expressing this name. "", ""importance"": ""5"", ""time"": 70749, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M02_1207,debugXIqNy:debugwcE6X,1712758386124,15,7,test,2,4,170.0,200,The detective (Carl Hamrady) looks through metal grates at the offender and see's that he looks unwell and sick. The detective opens his umbrella to shelf himself from the leaky ceiling and we see the offender again coughing. Carl says 'you know I have a bit of a cold myself',3,52988,test_seg4_desc,/static/video/H/filmfest_clip2_H_3.mp4,"{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/H/filmfest_clip2_H_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""200"", ""content"": ""The detective (Carl Hamrady) looks through metal grates at the offender and see's that he looks unwell and sick. The detective opens his umbrella to shelf himself from the leaky ceiling and we see the offender again coughing. Carl says 'you know I have a bit of a cold myself'"", ""importance"": ""3"", ""time"": 52988, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M02_1207,debugXIqNy:debugwcE6X,1712758583567,18,7,test,3,6,260.0,290,"The offenders is carried by many men to a bed to receive treatment. The officers immediately go to wash their hands and inform Carl that they are washing the lice off. Carl informs the officers that he needs the offender to be alive and on a plane to America, and that if he dies he will hold the officers responsible. The officers notice a noise and look behind them, where they see a door open. They pull back the curtain to the hospital bed and the offender is gone",6,93246,test_seg6_desc,/static/video/H/filmfest_clip2_H_5.mp4,"{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/H/filmfest_clip2_H_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""290"", ""content"": ""The offenders is carried by many men to a bed to receive treatment. The officers immediately go to wash their hands and inform Carl that they are washing the lice off. Carl informs the officers that he needs the offender to be alive and on a plane to America, and that if he dies he will hold the officers responsible. The officers notice a noise and look behind them, where they see a door open. They pull back the curtain to the hospital bed and the offender is gone"", ""importance"": ""6"", ""time"": 93246, ""tag"": ""test_seg6_desc""}",2023-2024 Run
